Valores simples de edad	Sexo	Periodo	Total
22 años	Mujeres	1 de enero de 2014	231.438,598092
22 años	Mujeres	1 de julio de 2013	234.274,670362
22 años	Mujeres	1 de enero de 2013	237.946,656776
22 años	Mujeres	1 de julio de 2012	241.632,046778
22 años	Mujeres	1 de enero de 2012	245.718,831079
22 años	Mujeres	1 de julio de 2011	248.701,532682
22 años	Mujeres	1 de enero de 2011	252.285,978812
22 años	Mujeres	1 de julio de 2010	255.256,273523
22 años	Mujeres	1 de enero de 2010	258.715,586472
22 años	Mujeres	1 de julio de 2009	263.207,659966
22 años	Mujeres	1 de enero de 2009	267.449,997755
22 años	Mujeres	1 de julio de 2008	271.068,467926
22 años	Mujeres	1 de enero de 2008	273.941,203263
22 años	Mujeres	1 de julio de 2007	275.800,969664
22 años	Mujeres	1 de enero de 2007	276.800,445631
22 años	Mujeres	1 de julio de 2006	277.751,540663
22 años	Mujeres	1 de enero de 2006	279.753,129151
22 años	Mujeres	1 de julio de 2005	285.965,343491
22 años	Mujeres	1 de enero de 2005	291.137,461208
22 años	Mujeres	1 de julio de 2004	293.934,633309
22 años	Mujeres	1 de enero de 2004	298.399,163447
22 años	Mujeres	1 de julio de 2003	303.902,931534
22 años	Mujeres	1 de enero de 2003	308.717,201493
22 años	Mujeres	1 de julio de 2002	310.145,902054
22 años	Mujeres	1 de enero de 2002	311.011,512461
22 años	Mujeres	1 de julio de 2001	317.084,34375
22 años	Mujeres	1 de enero de 2001	325.126,546875
22 años	Mujeres	1 de julio de 2000	327.698,1875
22 años	Mujeres	1 de enero de 2000	330.210,8125
22 años	Mujeres	1 de julio de 1999	335.369,5625
22 años	Mujeres	1 de enero de 1999	340.647
22 años	Mujeres	1 de julio de 1998	340.152,25
22 años	Mujeres	1 de enero de 1998	339.762,625
22 años	Mujeres	1 de julio de 1997	338.723,1875
22 años	Mujeres	1 de enero de 1997	337.666,8125
22 años	Mujeres	1 de julio de 1996	334.263,5
22 años	Mujeres	1 de enero de 1996	330.960,75
22 años	Mujeres	1 de julio de 1995	330.760,046875
22 años	Mujeres	1 de enero de 1995	330.624,640625
22 años	Mujeres	1 de julio de 1994	327.678,5
22 años	Mujeres	1 de enero de 1994	324.674,765625
22 años	Mujeres	1 de julio de 1993	323.125,46875
22 años	Mujeres	1 de enero de 1993	321.636,421875
22 años	Mujeres	1 de julio de 1992	319.539,4375
22 años	Mujeres	1 de enero de 1992	317.332,59375
22 años	Mujeres	1 de julio de 1991	316.022,34375
22 años	Mujeres	1 de enero de 1991	314.946,384867
22 años	Mujeres	1 de julio de 1990	317.776,10904
22 años	Mujeres	1 de enero de 1990	320.701,187575
22 años	Mujeres	1 de julio de 1989	319.175,358677
22 años	Mujeres	1 de enero de 1989	318.105,727062
22 años	Mujeres	1 de julio de 1988	318.578,743266
22 años	Mujeres	1 de enero de 1988	318.800,313206
22 años	Mujeres	1 de julio de 1987	322.466,404117
22 años	Mujeres	1 de enero de 1987	326.340,994376
22 años	Mujeres	1 de julio de 1986	320.212,283536
22 años	Mujeres	1 de enero de 1986	314.105,471937
22 años	Mujeres	1 de julio de 1985	309.917,351302
22 años	Mujeres	1 de enero de 1985	305.621,299048
22 años	Mujeres	1 de julio de 1984	303.578,612198
22 años	Mujeres	1 de enero de 1984	301.483,763281
22 años	Mujeres	1 de julio de 1983	305.106,559051
22 años	Mujeres	1 de enero de 1983	308.765,037109
22 años	Mujeres	1 de julio de 1982	303.294,51871
22 años	Mujeres	1 de enero de 1982	297.573,661973
22 años	Mujeres	1 de julio de 1981	295.175,741264
22 años	Mujeres	1 de enero de 1981	292.669,035183
22 años	Mujeres	1 de julio de 1980	289.863,189597
22 años	Mujeres	1 de enero de 1980	287.148,135535
22 años	Mujeres	1 de julio de 1979	278.554,44939
22 años	Mujeres	1 de enero de 1979	270.008,622136
22 años	Mujeres	1 de julio de 1978	267.836,621356
22 años	Mujeres	1 de enero de 1978	265.987,140617
22 años	Mujeres	1 de julio de 1977	262.288,95597
22 años	Mujeres	1 de enero de 1977	258.603,204044
22 años	Mujeres	1 de julio de 1976	259.119,713486
22 años	Mujeres	1 de enero de 1976	259.913,676095
22 años	Mujeres	1 de julio de 1975	262.202,290417
22 años	Mujeres	1 de enero de 1975	264.448,045607
22 años	Mujeres	1 de julio de 1974	256.161,521824
22 años	Mujeres	1 de enero de 1974	247.519,33266
22 años	Mujeres	1 de julio de 1973	249.427,983048
22 años	Mujeres	1 de enero de 1973	251.505,559239
22 años	Mujeres	1 de julio de 1972	253.564,147225
22 años	Mujeres	1 de enero de 1972	255.352,659728
22 años	Mujeres	1 de julio de 1971	263.151,809301
22 años	Mujeres	1 de enero de 1971	270.753,82
23 años	Ambos sexos	1 de julio de 2022	489.329,571855
23 años	Ambos sexos	1 de enero de 2022	477.753,178311
23 años	Ambos sexos	1 de julio de 2021	476.606,262003
23 años	Ambos sexos	1 de enero de 2021	479.127,345503
23 años	Ambos sexos	1 de julio de 2020	475.302,65313
23 años	Ambos sexos	1 de enero de 2020	470.962,960949
23 años	Ambos sexos	1 de julio de 2019	463.919,862852
23 años	Ambos sexos	1 de enero de 2019	458.094,76472
23 años	Ambos sexos	1 de julio de 2018	454.228,752825
23 años	Ambos sexos	1 de enero de 2018	453.267,740934
23 años	Ambos sexos	1 de julio de 2017	456.863,190958
23 años	Ambos sexos	1 de enero de 2017	463.277,640972
23 años	Ambos sexos	1 de julio de 2016	468.614,501308
23 años	Ambos sexos	1 de enero de 2016	475.743,572464
23 años	Ambos sexos	1 de julio de 2015	473.984,82404
23 años	Ambos sexos	1 de enero de 2015	473.646,639891
23 años	Ambos sexos	1 de julio de 2014	477.354,081794
23 años	Ambos sexos	1 de enero de 2014	482.901,914171
23 años	Ambos sexos	1 de julio de 2013	490.420,892803
23 años	Ambos sexos	1 de enero de 2013	500.066,69082
23 años	Ambos sexos	1 de julio de 2012	508.390,954549
23 años	Ambos sexos	1 de enero de 2012	516.939,977822
23 años	Ambos sexos	1 de julio de 2011	523.142,667599
23 años	Ambos sexos	1 de enero de 2011	530.194,976089
23 años	Ambos sexos	1 de julio de 2010	539.659,195297
23 años	Ambos sexos	1 de enero de 2010	550.030,739594
23 años	Ambos sexos	1 de julio de 2009	562.647,272702
23 años	Ambos sexos	1 de enero de 2009	574.630,263205
23 años	Ambos sexos	1 de julio de 2008	584.720,570926
23 años	Ambos sexos	1 de enero de 2008	591.803,486276
23 años	Ambos sexos	1 de julio de 2007	593.863,162373
23 años	Ambos sexos	1 de enero de 2007	594.073,374487
23 años	Ambos sexos	1 de julio de 2006	604.561,116471
23 años	Ambos sexos	1 de enero de 2006	616.983,749551
23 años	Ambos sexos	1 de julio de 2005	627.125,456481
23 años	Ambos sexos	1 de enero de 2005	633.485,507152
23 años	Ambos sexos	1 de julio de 2004	640.307,908518
23 años	Ambos sexos	1 de enero de 2004	651.701,617054
23 años	Ambos sexos	1 de julio de 2003	656.090,033068
23 años	Ambos sexos	1 de enero de 2003	659.215,332221
23 años	Ambos sexos	1 de julio de 2002	667.907,479309
23 años	Ambos sexos	1 de enero de 2002	675.214,563202
23 años	Ambos sexos	1 de julio de 2001	675.774,75
23 años	Ambos sexos	1 de enero de 2001	681.317,59375
23 años	Ambos sexos	1 de julio de 2000	690.528,25
23 años	Ambos sexos	1 de enero de 2000	699.971,15625
23 años	Ambos sexos	1 de julio de 1999	699.264,453125
23 años	Ambos sexos	1 de enero de 1999	698.730,703125
23 años	Ambos sexos	1 de julio de 1998	695.619,9375
23 años	Ambos sexos	1 de enero de 1998	692.405,234375
23 años	Ambos sexos	1 de julio de 1997	685.620,6875
23 años	Ambos sexos	1 de enero de 1997	679.030,109375
23 años	Ambos sexos	1 de julio de 1996	679.023,5
23 años	Ambos sexos	1 de enero de 1996	679.257,578125
23 años	Ambos sexos	1 de julio de 1995	673.588,984375
23 años	Ambos sexos	1 de enero de 1995	667.896,46875
23 años	Ambos sexos	1 de julio de 1994	663.958,84375
23 años	Ambos sexos	1 de enero de 1994	660.067,453125
23 años	Ambos sexos	1 de julio de 1993	655.350,6875
23 años	Ambos sexos	1 de enero de 1993	650.467,203125
23 años	Ambos sexos	1 de julio de 1992	647.614,75
23 años	Ambos sexos	1 de enero de 1992	644.685,640625
23 años	Ambos sexos	1 de julio de 1991	647.786,03125
23 años	Ambos sexos	1 de enero de 1991	651.626,63292
23 años	Ambos sexos	1 de julio de 1990	648.084,599087
23 años	Ambos sexos	1 de enero de 1990	645.363,666387
23 años	Ambos sexos	1 de julio de 1989	646.384,642574
23 años	Ambos sexos	1 de enero de 1989	646.924,004551
23 años	Ambos sexos	1 de julio de 1988	653.269,194006
23 años	Ambos sexos	1 de enero de 1988	659.856,122375
23 años	Ambos sexos	1 de julio de 1987	648.286,826298
23 años	Ambos sexos	1 de enero de 1987	636.634,91549
23 años	Ambos sexos	1 de julio de 1986	627.621,126702
23 años	Ambos sexos	1 de enero de 1986	618.480,238213
23 años	Ambos sexos	1 de julio de 1985	613.890,098654
23 años	Ambos sexos	1 de enero de 1985	609.042,156209
23 años	Ambos sexos	1 de julio de 1984	611.086,221668
23 años	Ambos sexos	1 de enero de 1984	612.476,780856
23 años	Ambos sexos	1 de julio de 1983	604.573,761009
23 años	Ambos sexos	1 de enero de 1983	596.511,681916
23 años	Ambos sexos	1 de julio de 1982	594.296,390762
23 años	Ambos sexos	1 de enero de 1982	592.184,099668
23 años	Ambos sexos	1 de julio de 1981	586.212,882888
23 años	Ambos sexos	1 de enero de 1981	580.154,16533
23 años	Ambos sexos	1 de julio de 1980	561.720,639928
23 años	Ambos sexos	1 de enero de 1980	543.438,377103
23 años	Ambos sexos	1 de julio de 1979	538.787,249934
23 años	Ambos sexos	1 de enero de 1979	534.591,305806
23 años	Ambos sexos	1 de julio de 1978	525.282,099428
23 años	Ambos sexos	1 de enero de 1978	515.969,71749
23 años	Ambos sexos	1 de julio de 1977	518.737,820022
23 años	Ambos sexos	1 de enero de 1977	521.764,326697
23 años	Ambos sexos	1 de julio de 1976	526.544,43636
23 años	Ambos sexos	1 de enero de 1976	531.498,355248
23 años	Ambos sexos	1 de julio de 1975	516.023,790509
23 años	Ambos sexos	1 de enero de 1975	499.819,396554
23 años	Ambos sexos	1 de julio de 1974	502.708,661574
23 años	Ambos sexos	1 de enero de 1974	505.942,651
23 años	Ambos sexos	1 de julio de 1973	509.020,198368
23 años	Ambos sexos	1 de enero de 1973	511.441,544642
23 años	Ambos sexos	1 de julio de 1972	527.784,309428
23 años	Ambos sexos	1 de enero de 1972	543.870,914729
23 años	Ambos sexos	1 de julio de 1971	521.379,732732
23 años	Ambos sexos	1 de enero de 1971	498.773,01
23 años	Hombres	1 de julio de 2022	251.580,632721
23 años	Hombres	1 de enero de 2022	246.129,492949
23 años	Hombres	1 de julio de 2021	244.578,09612
23 años	Hombres	1 de enero de 2021	244.437,699211
23 años	Hombres	1 de julio de 2020	242.029,083204
23 años	Hombres	1 de enero de 2020	239.270,46725
23 años	Hombres	1 de julio de 2019	236.265,194372
23 años	Hombres	1 de enero de 2019	233.525,921543
23 años	Hombres	1 de julio de 2018	231.492,711675
23 años	Hombres	1 de enero de 2018	230.899,501855
23 años	Hombres	1 de julio de 2017	232.680,995038
23 años	Hombres	1 de enero de 2017	235.635,488301
23 años	Hombres	1 de julio de 2016	238.343,114939
23 años	Hombres	1 de enero de 2016	241.490,171536
23 años	Hombres	1 de julio de 2015	240.865,227504
23 años	Hombres	1 de enero de 2015	240.731,815716
23 años	Hombres	1 de julio de 2014	242.224,284165
23 años	Hombres	1 de enero de 2014	244.466,761166
23 años	Hombres	1 de julio de 2013	248.234,566518
23 años	Hombres	1 de enero de 2013	253.050,463646
23 años	Hombres	1 de julio de 2012	257.093,987429
23 años	Hombres	1 de enero de 2012	261.249,645309
23 años	Hombres	1 de julio de 2011	264.768,798404
23 años	Hombres	1 de enero de 2011	268.432,090596
23 años	Hombres	1 de julio de 2010	273.502,402807
23 años	Hombres	1 de enero de 2010	278.894,471359
23 años	Hombres	1 de julio de 2009	286.320,442794
23 años	Hombres	1 de enero de 2009	293.421,257679
23 años	Hombres	1 de julio de 2008	298.930,468207
23 años	Hombres	1 de enero de 2008	302.490,412341
23 años	Hombres	1 de julio de 2007	303.522,32165
23 años	Hombres	1 de enero de 2007	303.405,593343
23 años	Hombres	1 de julio de 2006	309.430,939969
23 años	Hombres	1 de enero de 2006	316.282,432377
23 años	Hombres	1 de julio de 2005	322.110,576444
23 años	Hombres	1 de enero de 2005	325.303,834619
23 años	Hombres	1 de julio de 2004	327.959,280206
23 años	Hombres	1 de enero de 2004	333.373,467187
23 años	Hombres	1 de julio de 2003	335.758,113178
23 años	Hombres	1 de enero de 2003	337.443,102646
23 años	Hombres	1 de julio de 2002	342.231,633553
23 años	Hombres	1 de enero de 2002	346.051,759978
23 años	Hombres	1 de julio de 2001	346.198,703125
23 años	Hombres	1 de enero de 2001	349.169,40625
23 años	Hombres	1 de julio de 2000	353.349
23 años	Hombres	1 de enero de 2000	357.633,15625
23 años	Hombres	1 de julio de 1999	357.521,828125
23 años	Hombres	1 de enero de 1999	357.482,328125
23 años	Hombres	1 de julio de 1998	355.377,0625
23 años	Hombres	1 de enero de 1998	353.204,796875
23 años	Hombres	1 de julio de 1997	349.924,625
23 años	Hombres	1 de enero de 1997	346.751,859375
23 años	Hombres	1 de julio de 1996	346.997,75
23 años	Hombres	1 de enero de 1996	347.430,03125
23 años	Hombres	1 de julio de 1995	344.663,984375
23 años	Hombres	1 de enero de 1995	341.915,609375
23 años	Hombres	1 de julio de 1994	339.610,03125
23 años	Hombres	1 de enero de 1994	337.276,4375
23 años	Hombres	1 de julio de 1993	334.552,796875
23 años	Hombres	1 de enero de 1993	331.773,296875
23 años	Hombres	1 de julio de 1992	330.185,875
23 años	Hombres	1 de enero de 1992	328.577,515625
23 años	Hombres	1 de julio de 1991	329.812,875
23 años	Hombres	1 de enero de 1991	331.460,463265
23 años	Hombres	1 de julio de 1990	329.928,455615
23 años	Hombres	1 de enero de 1990	328.749,351815
23 años	Hombres	1 de julio de 1989	329.050,365533
23 años	Hombres	1 de enero de 1989	329.123,211305
23 años	Hombres	1 de julio de 1988	332.036,809194
23 años	Hombres	1 de enero de 1988	334.964,646649
23 años	Hombres	1 de julio de 1987	329.528,460662
23 años	Hombres	1 de enero de 1987	324.008,760703
23 años	Hombres	1 de julio de 1986	319.064,660925
23 años	Hombres	1 de enero de 1986	314.114,393065
23 años	Hombres	1 de julio de 1985	311.504,278286
23 años	Hombres	1 de enero de 1985	308.700,522688
23 años	Hombres	1 de julio de 1984	307.168,474667
23 años	Hombres	1 de enero de 1984	304.940,238087
23 años	Hombres	1 de julio de 1983	302.262,398304
23 años	Hombres	1 de enero de 1983	299.680,837613
23 años	Hombres	1 de julio de 1982	299.789,691698
23 años	Hombres	1 de enero de 1982	300.088,321308
23 años	Hombres	1 de julio de 1981	296.968,359974
23 años	Hombres	1 de enero de 1981	293.790,820168
23 años	Hombres	1 de julio de 1980	283.992,8398
23 años	Hombres	1 de enero de 1980	274.322,26312
23 años	Hombres	1 de julio de 1979	272.138,156772
23 años	Hombres	1 de enero de 1979	270.104,713428
23 años	Hombres	1 de julio de 1978	264.480,124416
23 años	Hombres	1 de enero de 1978	258.855,927122
23 años	Hombres	1 de julio de 1977	261.357,97337
23 años	Hombres	1 de enero de 1977	263.849,970602
23 años	Hombres	1 de julio de 1976	266.313,606817
23 años	Hombres	1 de enero de 1976	268.988,911382
23 años	Hombres	1 de julio de 1975	261.433,268244
23 años	Hombres	1 de enero de 1975	253.518,926939
23 años	Hombres	1 de julio de 1974	254.658,93539
23 años	Hombres	1 de enero de 1974	255.985,00492
23 años	Hombres	1 de julio de 1973	256.728,408014
23 años	Hombres	1 de enero de 1973	257.082,442277
23 años	Hombres	1 de julio de 1972	265.425,332397
23 años	Hombres	1 de enero de 1972	273.708,364161
23 años	Hombres	1 de julio de 1971	263.559,252583
23 años	Hombres	1 de enero de 1971	253.399,26
23 años	Mujeres	1 de julio de 2022	237.748,939134
23 años	Mujeres	1 de enero de 2022	231.623,685362
23 años	Mujeres	1 de julio de 2021	232.028,165883
23 años	Mujeres	1 de enero de 2021	234.689,646292
23 años	Mujeres	1 de julio de 2020	233.273,569926
23 años	Mujeres	1 de enero de 2020	231.692,493699
23 años	Mujeres	1 de julio de 2019	227.654,66848
23 años	Mujeres	1 de enero de 2019	224.568,843177
23 años	Mujeres	1 de julio de 2018	222.736,04115
23 años	Mujeres	1 de enero de 2018	222.368,239079
23 años	Mujeres	1 de julio de 2017	224.182,19592
23 años	Mujeres	1 de enero de 2017	227.642,152671
23 años	Mujeres	1 de julio de 2016	230.271,386369
23 años	Mujeres	1 de enero de 2016	234.253,400928
23 años	Mujeres	1 de julio de 2015	233.119,596536
23 años	Mujeres	1 de enero de 2015	232.914,824175
23 años	Mujeres	1 de julio de 2014	235.129,797629
23 años	Mujeres	1 de enero de 2014	238.435,153005
23 años	Mujeres	1 de julio de 2013	242.186,326285
23 años	Mujeres	1 de enero de 2013	247.016,227174
23 años	Mujeres	1 de julio de 2012	251.296,96712
23 años	Mujeres	1 de enero de 2012	255.690,332513
23 años	Mujeres	1 de julio de 2011	258.373,869195
23 años	Mujeres	1 de enero de 2011	261.762,885493
23 años	Mujeres	1 de julio de 2010	266.156,79249
23 años	Mujeres	1 de enero de 2010	271.136,268235
23 años	Mujeres	1 de julio de 2009	276.326,829908
23 años	Mujeres	1 de enero de 2009	281.209,005526
23 años	Mujeres	1 de julio de 2008	285.790,102719
23 años	Mujeres	1 de enero de 2008	289.313,073935
23 años	Mujeres	1 de julio de 2007	290.340,840723
23 años	Mujeres	1 de enero de 2007	290.667,781144
23 años	Mujeres	1 de julio de 2006	295.130,176502
23 años	Mujeres	1 de enero de 2006	300.701,317174
23 años	Mujeres	1 de julio de 2005	305.014,880037
23 años	Mujeres	1 de enero de 2005	308.181,672533
23 años	Mujeres	1 de julio de 2004	312.348,628312
23 años	Mujeres	1 de enero de 2004	318.328,149867
23 años	Mujeres	1 de julio de 2003	320.331,91989
23 años	Mujeres	1 de enero de 2003	321.772,229575
23 años	Mujeres	1 de julio de 2002	325.675,845756
23 años	Mujeres	1 de enero de 2002	329.162,803224
23 años	Mujeres	1 de julio de 2001	329.576,046875
